,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,,,,,,,,,,,,,,
,"""SALVAGEABLE ITEM NAME""",Sample Size,Salvage Value,,,,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,,,,,,,,,,,,,,
,---Salvageable Item ID---,879,216.5,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Profit,Gross Revenue,Rate,Refineable?,Refined Value Change,Value,Max Value,,,Refined ID,Quantity,,,Get Inventory Here-->,,,,,,,,,,,,,,,,,,
,19700,3617,Mithril Ore,44,43,37.4,159148,4.114903299,TRUE,2,153.9,160.9,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19701,291,Orichalcum Ore,156,137,132.6,45396,0.3310580205,TRUE,14,43.9,47.8,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,82582,211,Sliver of Twitching Forgemetal,38,0,32.3,8018,0.2400455063,FALSE,0,7.8,7.8,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,refined material has to be identified using the samples below,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,make some sort of sumif for the samples below?,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,Unique Raw Material IDs,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,0,,,,,,,,,,,,,,,,,,,,,
