,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,,,,,,,,,,,,,,
,"""SALVAGEABLE ITEM NAME""",Sample Size,Salvage Value,,,,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,,,,,,,,,,,,,,
,---Salvageable Item ID---,1880,66.8,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Sell After Fees,Gross Revenue,Rate,Refineable?,Refined Value Change,Value,Max Value,,,Refined ID,Quantity,,,Get Inventory Here-->,,,,,,,,,,,,,,,,,,
,19748,306,Silk Scrap,17,14,14.45,5202,0.1627659574,TRUE,0,2.4,2.4,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19739,995,Wool Scrap,32,30,27.2,31840,0.5292553191,TRUE,21,14.4,23.8,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19718,299,Jute Scrap,20,14,17,5980,0.1590425532,TRUE,2.5,2.7,3.0,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19743,1010,Linen Scrap,37,30,31.45,37370,0.5372340426,TRUE,6.5,16.9,19.9,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19741,984,Cotton Scrap,9,8,7.65,8856,0.5234042553,TRUE,-2.5,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
,19745,291,Gossamer Scrap,127,123,107.95,36957,0.154787234,TRUE,-22,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,refined material has to be identified using the samples below,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,make some sort of sumif for the samples below?,,,,,,,,,,,,,,,,,,,,,,
